Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
SWBI,Smith & Wesson Brands Inc,N/A,15.13,0.02100255,,,0.317768589,688.574092,2.783332088,0.063553718,1.196507748,39.08,13.78
FBMS,First Bancshares Inc Miss,Financial Services,33.66,0.018311436,0.307692308,0.352955557,0.616362922,689.553038,10.74622528,0.203420106,0.808110888,42.61,33.33
FNKO,Funko Inc,Consumer Cyclical,17.25,0,,,0,693.412292,15.7952686,0,1.929566474,27.2,15.28
JOUT,Johnson Outdoors Inc,Consumer Cyclical,77.73,0.013071787,0.428571429,0.272259637,1.016069993,695.61844,9.391365465,0.138997263,1.031725845,152.75,76.72
IGMS,IGM Biosciences Inc,Healthcare,26.73,0,,,0,697.061331,0,N/A,1.996869608,99.44,13.11
ATRS,Antares Pharma Inc,Healthcare,4.1,0,,,0,697.436019,15.06699256,0,0.907691215,4.63,3.11
MIRM,Mirum Pharmaceuticals Inc,Healthcare,22.02,0,,,0,698.703848,0,N/A,0.703208037,24.6,12.82
BXC,Bluelinx Hldgs Inc,Industrials,71.88,0,,,0,699.497273,2.362105111,0,2.072243925,96.63,35
NX,Quanex Building Products Corp,Industrials,20.99,0.01516538,0,0.148698355,0.318321329,700.829548,11.60948113,0.176845183,1.066169981,28.63,20.18
VRAY,ViewRay Inc.,Healthcare,3.92,0,,,0,703.266408,0,N/A,1.554890608,8.25,3.43
HCI,HCI Group Inc,Financial Services,68.18,0.023303061,0,0.027066087,1.588802671,703.91991,384.2357588,7.441698694,0.950198077,138.52,57.51
BW,Babcock & Wilcox Enterprises Inc,Industrials,8.16,0,,,0,704.486109,32.36486926,0,1.667640046,10.37,5.81
LLNW,Limelight Networks Inc,Technology,5.22,0,,,0,705.243298,N/A,0,0.537639497,5.48,2.3
HNGR,Hanger Inc,Healthcare,18.33,0,,,0,709.665013,16.90403061,0,0.918144561,26.69,16.16
PETQ,PetIQ Inc,Healthcare,24.4,0,,,0,710.896928,N/A,0,1.262209598,46,17.1
ARCT,Arcturus Therapeutics Holdings Inc,Healthcare,26.96,0,,,0,711.070054,0,N/A,2.096255509,65,16.93
NFBK,Northfield Bancorp Inc,Financial Services,14.36,0.035785845,0.181818182,0.101972288,0.513884736,712.530075,10.08478041,0.354403266,0.497766617,18.24,14.33
WW,WW International Inc,Consumer Cyclical,10.23,0,,,0,716.315076,10.7085313,0,1.071557341,41.13,8.83
HCCI,Heritage-Crystal Clean Inc,Industrials,29.61,0,,,0,716.613729,0,N/A,1.200499399,36.29,26.01
IIIN,"Insteel Industries, Inc.",Industrials,36.99,0.003240428,0,-0.50406558,0.119863449,718.109878,8.800797561,0.028744232,1.087036956,46.43,30.05
HONE,HarborOne Bancorp Inc.,Financial Services,14.02,0.014191708,,,0.198967745,720.269382,12.30872024,0.17453311,0.710832225,15.45,12.9
VEI,Vine Energy Inc,N/A,17.58,0,,,0,721.495875,0,N/A,,18.42,10.85
HIFS,Hingham Institution For Savings,Financial Services,343.2,0.006047942,0.530612245,0.171430343,2.075653814,722.7792,0,N/A,,432.19,278.3
NWLI,National Western Life Group Inc,Financial Services,210.4,0.001711027,,,0.360000014,722.938608,4.029578436,0.007094994,0.702343612,259.58,197.3
NTGR,Netgear Inc,Technology,24.68,0,,,0,724.617634,14.67223426,0,0.846595758,42.56,22.86
HLX,Helix Energy Solutions Group Inc,Energy,4.78,0,,,0,724.823302,N/A,0,0.848528364,6.7,2.88
TBPH,Theravance Biopharma Inc,Healthcare,9.56,0,,,0,725.619736,0,N/A,0.784890557,22.74,6.1
CAL,Caleres Inc,Consumer Cyclical,19.33,0.014412039,0,0,0.278584707,727.46319,5.509540434,0.078254131,1.794950739,29.07,17.76
WNC,Wabash National Corp.,Industrials,14.84,0.021416218,0,0.059223841,0.317816679,727.644378,625.1240357,14.06268492,1.046691831,21.63,12.92
HCKT,Hackett Group Inc (The),Technology,23.06,0.01765113,,,0.407035064,728.57678,17.5370509,0.323043701,0.609438895,23.97,15.5
SP,SP Plus Corp,Industrials,31.36,0,,,0,729.486724,23.01219949,0,1.001968576,36.3,25.29
VVI,Viad Corp.,Industrials,35.64,0,,,0,732.79625,N/A,0,1.630199488,52.73,27.75
ACRE,Ares Commercial Real Estate Corp,Real Estate,15.52,0.085051546,-0.939393939,-0.414230979,1.29151146,732.88648,12.12184055,0.909515113,0.779622992,16.23,13
TCX,"Tucows, Inc.",Technology,68.3,0,,,0,734.654197,218.3870979,0,0.765279976,92.93,62.34
BOMN,Boston Omaha Corp,Communication Services,25.76,0,,,0,734.689497,0,N/A,1.424991854,47.65,23.85
CTBI,"Community Trust Bancorp, Inc.",Financial Services,41.2,0.038834951,0.038961039,0.045639553,1.562870442,736.821088,8.378774928,0.316370535,0.567834472,45.86,37.49
INGN,Inogen Inc,Healthcare,32.42,0,,,0,737.084456,N/A,0,1.256234695,82.35,26.19
SXC,SunCoke Energy Inc,Basic Materials,8.91,0.026599454,,,0.237001137,740.527368,17.06284257,0.457089947,0.820904544,9.82,5.75
SNR,New Senior Investment Group Inc,Real Estate,8.82,0.021896298,,,0.193125346,741.437265,N/A,N/A,1.252124397,9.44,3.45
COWN,Cowen Inc,Financial Services,27.1,0.015424287,,,0.417998174,744.126678,2.576446418,0.047231432,1.451828882,43.66,25.62
INDT,INDUS Realty Trust Inc,N/A,73.09,0.010500209,,,0.767460252,744.505192,52.63752771,0.438548716,0.578568738,82.76,58.84
JBSS,"Sanfilippo (John B.) & Son, Inc",Consumer Defensive,83.44,0.008389262,,,0.699999988,744.979188,12.51224702,0.136186768,0.338613358,94.25,76.57
UBA,"Urstadt Biddle Properties, Inc.",Real Estate,18.81,0.050505051,0.696428571,-0.021674107,0.918687688,745.51386,21.57720067,1.024634941,0.671045208,21.37,15.89
BNGO,Bionano Genomics Inc,Healthcare,2.58,0,,,0,747.201408,0,N/A,2.354171213,9.12,1.62
HAFC,Hanmi Financial Corp.,Financial Services,24.61,0.02655756,1.2,0.029754779,0.65358156,748.585725,7.638162203,0.20297564,0.968993981,28.6,16.29
ARLO,Arlo Technologies Inc,Industrials,8.86,0,,,0,751.288564,0,N/A,1.708626714,11.79,5.48
IVR,Invesco Mortgage Capital Inc,Real Estate,2.28,0.151349093,0.125,-0.257944303,0.345075931,752.114498,N/A,N/A,0.882367153,4.24,2.04
BAND,Bandwidth Inc,Technology,32.39,0,,,0,752.834713,N/A,0,1.070814138,145.97,24.01
DGII,"Digi International, Inc.",Technology,21.52,0,,,0,753.07301,63.49688115,0,1.245504403,25.63,16.7
TMDX,Transmedics Group Inc,Healthcare,26.94,0,,,0,753.295041,0,N/A,,40.89,10
NSSC,NAPCO Security Technologies Inc,Industrials,20.52,0,,,0,753.735633,41.47329334,0,1.005324735,26,15.33
SIBN,SI-BONE Inc,Healthcare,22.6,0,,,0,756.868983,0,N/A,1.455313811,37.21,17.96
WKHS,Workhorse Group Inc,Consumer Cyclical,5,0,,,0,758.375195,0,N/A,1.412682951,18.59,2.58
GSBC,"Great Southern Bancorp, Inc.",Financial Services,59.01,0.02384679,0.058823529,0.084471771,1.407199099,760.728949,10.19374957,0.257728773,0.650318068,62.33,48.61
ZUMZ,Zumiez Inc,Consumer Cyclical,38.21,0,,,0,761.230281,6.38139544,0,1.773416795,55.1,35.32
CBTX,CBTX Inc,Financial Services,31,0.016664185,,,0.516589744,762.862322,0,N/A,0.643749455,32.69,24.39
NESR,National Energy Services Reunited Corp,Energy,8.4,0,,,0,763.161899,0,N/A,0.680410243,15.95,8.11
DHC,Diversified Healthcare Trust,Real Estate,3.2,0.0125,0,-0.519396335,0.039824019,764.767981,4.382247834,0.054300544,1.345612617,4.84,2.34
LIND,Lindblad Expeditions Holdings Inc,Consumer Cyclical,15.08,0,,,0,766.204425,0,N/A,2.102800933,19.5,11.19
ACCO,Acco Brands Corporation,Industrials,8,0.034576226,,,0.276609808,766.810312,7.525125731,0.263437912,0.970808467,9.59,7.51
RUTH,Ruths Hospitality Group Inc,Consumer Cyclical,22.88,0.005244755,,,0.119999997,768.203711,18.17158393,0.097560973,1.457000561,28.56,16.35
LASR,nLIGHT Inc,Technology,17.34,0,,,0,768.796939,0,N/A,1.698558114,36.95,13.85
MVIS,Microvision Inc.,Technology,4.67,0,,,0,768.822534,N/A,0,2.921624143,28,2.61
CIO,City Office REIT Inc,Real Estate,17.66,0.045300113,0.333333333,-0.031739029,0.643356689,769.170263,1.612600791,0.059570064,0.924018819,21.5,10.3
HYLN,Hyliion Holdings Corporation,N/A,4.43,0,,,0,769.179194,0,N/A,1.894831156,13.58,3.33
ATLC,Atlanticus Holdings Corp,Financial Services,51.79,0,,,0,770.884155,4.956211333,0,1.902600351,91.98,27
CPF,Central Pacific Financial Corp.,Financial Services,27.9,0.035010054,0.130434783,0.076316923,0.97678051,771.033631,9.65070757,0.345152124,0.812326588,30.69,22.7
PAYA,Paya Holdings Inc,N/A,5.86,0,,,0,773.913282,0,N/A,2.083600967,11.99,4.83
HSII,"Heidrick & Struggles International, Inc.",Industrials,39.58,0.015080352,0,0.029033661,0.59688034,775.432639,10.68501128,0.166726352,1.041480809,49.69,35.4
OUST,Ouster Inc,N/A,4.5,0,,,0,777.579903,0,N/A,1.766896439,14.99,2.85
UFCS,United Fire Group Inc,Financial Services,31.07,0.019139216,0,-0.117353821,0.594655447,779.76932,9.67527757,0.188182103,0.799808839,35.18,19.61
PARR,Par Pacific Holdings Inc,Energy,13.02,0,,,0,783.259881,0,N/A,1.134665148,18.05,11.66
MYE,Myers Industries Inc.,Consumer Cyclical,21.6,0.030901231,0,0,0.66746659,783.57361,23.36375483,0.72361946,0.778540792,23.15,15.71
STOK,Stoke Therapeutics Inc,Healthcare,21.05,0,,,0,786.411539,0,N/A,1.225787567,41.6,16.62
FMBH,First Mid Bancshares Inc.,Financial Services,38.49,0.02230432,,,0.858493259,786.689374,0,N/A,0.702498276,45.38,36.11
VRS,Verso Corp,Basic Materials,26.99,0.011060929,,,0.298534485,786.882114,0,N/A,0.239328693,27.29,14.28
CFB,Crossfirst Bankshares Inc,Financial Services,15.76,0,,,0,787.037395,0,N/A,0.646619586,16.5,11.81
CBB,"Cincinnati Bell, Inc.",Communication Services,15.48,0,,,0,788.250052,N/A,0,0.024309038,15.51,14.96
WINA,Winmark Corporation,Consumer Cyclical,220,0.008157757,0,0.325451881,1.794706567,788.88282,19.76164319,0.171250627,0.895227081,277.43,181.67
PRDO,Perdoceo Education Corporation,Consumer Defensive,11.48,0,,,0,789.23464,7.198615794,0,0.748419001,13.15,9.65
IMXI,International Money Express Inc.,Technology,20.61,0,,,0,789.73973,0,N/A,0.588801367,21.98,13.14
UVSP,Univest Financial Corp,Financial Services,26.76,0.029597263,,,0.792022759,790.149156,8.609633958,0.254669697,0.853869955,31.72,24.15
RRD,R.R. Donnelley & Sons Co.,Industrials,10.84,0,,,0,790.236,4.037996934,0,0.996217531,11.33,3.27
RLMD,Relmada Therapeutics Inc,Healthcare,26.99,0,,,0,792.682535,0,N/A,0.777592337,40,16.23
PLOW,Douglas Dynamics Inc,Consumer Cyclical,34.59,0.032709222,0.01754386,0.038573773,1.131412004,794.911095,26.3320225,0.863673285,1.024669313,46.42,32.75
INO,Inovio Pharmaceuticals Inc,Healthcare,3.59,0,,,0,796.184862,N/A,0,1.188968973,10.37,2.76
ACET,Adicet Bio Inc,N/A,19.97,0,,,0,796.345867,0,N/A,1.891777565,20.09,6.25
SRNE,Sorrento Therapeutics Inc,Healthcare,2.33,0,,,0,797.640788,0,N/A,1.889374667,11.07,1.96
UTL,Unitil Corp.,Utilities,49.88,0.030307048,0.026315789,0.016137365,1.511715557,798.884614,22.13651291,0.643283216,0.330802774,57.49,40.19
RBCAA,"Republic Bancorp, Inc. (KY)",Financial Services,44.94,0.027876543,0.107142857,0.09160707,1.252771861,801.261954,9.232298498,0.299706187,0.668308082,56.86,41.6
REPL,Replimune Group Inc,Healthcare,16.98,0,,,0,801.618074,0,N/A,1.294349168,40.22,14.98
OSW,OneSpaWorld Holdings Limited,Consumer Cyclical,10.2,0,,,0,802.193841,0,N/A,1.733347611,12.52,8.4
TILE,Interface Inc.,Consumer Cyclical,13.57,0.002944489,0,-0.301172881,0.03995672,804.466388,14.56469545,0.042661456,1.457644115,18,11.86
UHT,Universal Health Realty Income Trust,Real Estate,58.37,0.048312489,0.014388489,0.013278986,2.760214886,804.651113,7.370894903,0.348511981,0.577753672,70.67,53.4
ARR,ARMOUR Residential REIT Inc,Real Estate,8.4,0.142857143,0,0,1.135565895,806.810323,207.4062528,23.46210526,0.553436578,11.3,7.42
NPTN,NeoPhotonics Corporation,Technology,15.21,0,,,0,808.080196,0,N/A,0.724182377,16.14,7.95
GEO,"Geo Group, Inc.",Real Estate,6.61,0,,,0,809.841514,11.49755117,0,0.446657348,11,4.96
STRL,"Sterling Construction Company, Inc.",Industrials,26.8,0,,,0,810.11702,12.93187037,0,1.20222957,32.14,19.76
AMWD,American Woodmark Corp.,Consumer Cyclical,48.95,0,,,0,811.1318,N/A,0,1.283122053,105.9,44.01
ASLE,AerSale Corp,N/A,15.72,0,,,0,812.536256,0,N/A,0.96180699,24.2,10.51
HBNC,Horizon Bancorp Inc (IN),Financial Services,18.67,0.022869443,0.25,0.063995313,0.426972502,813.329836,9.338850576,0.215642678,0.843124661,23.8,15.42
CSV,"Carriage Services, Inc.",Consumer Cyclical,53.33,0.007942075,0.125,0.176079023,0.423550851,817.374938,24.68963141,0.234005995,0.733203568,66.18,33.85
BFLY,Butterfly Network Inc,N/A,4.76,0,,,0,817.449932,0,N/A,1.956974113,17.63,3.66
LOVE,Lovesac Company,Consumer Cyclical,54.06,0,,,0,817.652635,0,N/A,2.45843047,95.51,35.07
ATRA,Atara Biotherapeutics Inc,Healthcare,9.29,0,,,0,821.397516,0,N/A,1.38690935,20.04,8.24
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,29.16,0.007187746,-0.357142857,0.037137289,0.209594671,821.410052,5.303491403,0.038670604,1.581475109,46.12,27.59
CCF,Chase Corp.,Basic Materials,86.91,0.011506156,,,1,822.141223,0,N/A,0.725569673,121.72,85.35
CCRN,"Cross Country Healthcares, Inc.",Industrials,21.67,0,,,0,824.827355,6.24859741,0,1.392214331,30.4,12.2
VHI,"Valhi, Inc.",Basic Materials,29.31,0.010866162,0,0.319507911,0.318487222,828.801596,6.515735816,0.071409691,1.198774277,34.17,20.26
BRY,Berry Corp,Energy,10.32,0.021118534,,,0.217943275,828.833462,0,N/A,1.156816413,11.47,4.61
IDT,IDT Corp.,Communication Services,34.09,0,,,0,829.415188,10.35629793,0,2.201114007,67.3,21.35
ANGO,Angiodynamic Inc,Healthcare,21.54,0,,,0,833.95858,N/A,0,1.169202412,32,20.03
SFIX,Stitch Fix Inc,Consumer Cyclical,10.07,0,,,0,835.514687,N/A,0,1.827817493,69.2,8.75
IESC,IES Holdings Inc,Industrials,40.2,0,,,0,835.57702,12.10560123,0,0.866366451,56.24,39.75
IHC,Independence Holding Co.,Financial Services,57.01,0.008747307,,,0.498684,841.470108,8.018201043,0.069941655,0.294151585,57.2,36.63
VREX,Varex Imaging Corp,Healthcare,21.29,0,,,0,843.084,33.45571429,0,0.696521197,32.65,20.9
REVG,REV Group Inc,Industrials,13.4,0.014849703,,,0.198986023,843.42138,N/A,N/A,1.109325072,21.94,11.12
MBI,MBIA Inc.,Financial Services,15.39,0,,,0,844.188363,N/A,0,1.458516488,17.9,8.53
GOOD,Gladstone Commercial Corp,Real Estate,22.02,0.068119891,0.000997805,0.000399202,1.45799583,847.090353,N/A,N/A,0.620865966,25.69,18.76
CLAR,Clarus Corp,Consumer Cyclical,22.78,0.004383407,,,0.099854002,847.401398,32.47619661,0.136561819,1.2606228,32.27,16.95
SGMO,Sangamo Therapeutics Inc,Healthcare,5.81,0,,,0,848.074864,N/A,0,1.498260267,12.83,5.1
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,8.29,0,,,0,851.755329,0,N/A,0.967775915,8.64,4.21
BVS,Bioventus Inc,N/A,14.1,0,,,0,854.486198,0,N/A,1.001235096,19.94,11.4
KELYA,"Kelly Services, Inc.",Industrials,21.69,0.004605062,,,0.099883799,856.024763,5.533450312,0.025480561,1.147496467,26.78,15.85
GTS,Triple-S Management Corp,Healthcare,35.99,0,,,0,856.368086,10.54757406,0,0.465929988,36.33,22.01
WETF,Wisdomtree Investments Inc,Financial Services,5.87,0.020293653,0,-0.178124085,0.119123744,860.461528,19.44501883,0.434124432,1.220457203,7.27,5.08
GCO,Genesco Inc.,Consumer Cyclical,63.61,0,,,0,868.727877,7.564021563,0,1.556836795,73.72,43.26
SEER,Seer Inc,N/A,15.24,0,,,0,869.021925,0,N/A,2.562558555,57.87,11.18
INBX,Inhibrx Inc,N/A,22.28,0,,,0,869.491348,0,N/A,1.661084341,47.9,14.27
INNV,InnovAge Holding Corp,N/A,6.42,0,,,0,870.016013,0,N/A,1.137755128,26.44,3.46
SWM,"Schweitzer-Mauduit International, Inc.",Basic Materials,27.5,0.062673818,0,0.00934742,1.723529989,870.963913,9.919862329,0.615546425,0.93349724,48.16,27.34
HFWA,Heritage Financial Corp.,Financial Services,25.06,0.032323011,0.05,0.100665081,0.810014646,878.235168,8.958383923,0.296708662,0.655277329,29.07,20.78
BHE,Benchmark Electronics Inc.,Technology,25.04,0.026113219,,,0.653875011,881.365858,24.63980592,0.659946519,0.835671099,31.78,21.97
RNA,Avidity Biosciences Inc,N/A,18.47,0,,,0,882.028884,0,N/A,0.984193854,29.59,13.39
FOR,Forestar Group Inc,Real Estate,17.76,0,,,0,882.24164,6.855024395,0,1.272627824,26.55,16.57
HZO,"Marinemax, Inc.",Consumer Cyclical,40.26,0,,,0,882.466348,5.274060481,0,1.746722716,70.89,40.06
DENN,Denny`s Corp.,Consumer Cyclical,14.31,0,,,0,883.105188,11.31127519,0,1.136384315,19.31,13.33
QCRH,"QCR Holding, Inc.",Financial Services,56.59,0.00423408,0,0.037137289,0.239606569,885.176649,0,N/A,0.849499669,62.27,44.6
DBI,Designer Brands Inc,Consumer Cyclical,13.51,0,,,0,886.953211,5.741503554,0,1.970531886,20.48,11.24
TUP,Tupperware Brands Corporation,Consumer Cyclical,19.45,0,,,0,888.23622,47.75463551,0,1.249781394,29.2,13.28
AXL,American Axle & Manufacturing Holdings Inc,Consumer Cyclical,7.76,0,,,0,888.34121,155.849335,0,1.669910319,13.06,7.02
AMRK,A-Mark Precious Metals Inc,Financial Services,77.34,0,,,0,890.493533,0,N/A,1.171301408,83.45,33.05
PEBO,"Peoples Bancorp, Inc. (Marietta, OH)",Financial Services,31.31,0.04522525,,,1.416002582,890.541,18.85381292,0.658605852,0.670874567,34.25,26.78
SCSC,"Scansource, Inc.",Technology,34.79,0,,,0,890.764204,10.8453874,0,1.209036745,40.83,24.89
AVO,Mission Produce Inc,N/A,12.65,0,,,0,893.488791,0,N/A,0.793124457,22.93,11.04
INSW,International Seaways Inc,Industrials,18.04,0.013032246,,,0.235101713,894.777451,N/A,N/A,0.846810385,19.7,13.01
CLFD,Clearfield Inc,Technology,65.22,0,,,0,897.587837,0,N/A,2.539475905,86.71,28.3
TDW,Tidewater Inc.,Energy,21.74,0,,,0,898.344998,N/A,0,-0.095705415,22.84,9.75
KDNY,Chinook Therapeutics Inc,N/A,16.36,0,,,0,898.999652,0,N/A,1.194236986,19.85,10.48
DSGN,Design Therapeutics Inc,N/A,16.15,0,,,0,899.557519,0,N/A,1.870813517,30.8,10.37
PBI,"Pitney Bowes, Inc.",Industrials,5.2,0.037984561,0,-0.232296101,0.197519718,900.137982,N/A,N/A,1.52822042,9.77,4.37
YEXT,Yext Inc,Technology,6.89,0,,,0,903.877617,N/A,0,1.590404644,15.48,4.26
NTUS,Natus Medical Inc,Healthcare,26.28,0,,,0,904.246287,68.62307711,0,0.847117799,29.7,20.9
ADTN,Adtran Inc.,Technology,18.45,0.019389835,0,0,0.357742452,909.858743,N/A,N/A,1.183541549,24.55,16.51
WASH,"Washington Trust Bancorp, Inc.",Financial Services,52.5,0.041142857,0.038461538,0.072808072,2.089346579,909.897555,11.87127422,0.475933161,0.685190781,60.34,45.01
ABTX,Allegiance Bancshares Inc,Financial Services,44.68,0.011140352,,,0.497750928,910.007926,11.15848498,0.124127413,0.693556819,46,33.98
TRTX,TPG RE Finance Trust Inc,Real Estate,11.81,0.075769313,0.2,-0.105887039,0.894835582,911.541765,12.89218251,1.033774933,0.882889596,13.54,10.36
SENS,Senseonics Holdings Inc,Healthcare,1.97,0,,,0,912.397382,0,N/A,2.302302672,4.58,1.4
CSII,Cardiovascular Systems Inc.,Healthcare,22.6,0,,,0,917.084541,N/A,0,1.154915592,44.57,15.22
AMTB,Amerant Bancorp Inc,Financial Services,31.59,0.002849003,,,0.090000004,917.8689,0,N/A,0.796703449,36.56,17.32
LUNG,Pulmonx Corp,N/A,24.81,0,,,0,918.439976,0,N/A,1.619004241,49,18.49
TWI,"Titan International, Inc.",Industrials,14.73,0,,,0,919.465749,18.54284978,0,1.959803517,15.77,6.69
GLDD,Great Lakes Dredge & Dock Corporation,Industrials,14.03,0,,,0,923.917001,18.69066598,0,0.728273619,16.28,13.24
BLFS,Biolife Solutions Inc,Healthcare,22.73,0,,,0,925.10634,0,N/A,1.676548174,60.67,20.25
ESTE,Earthstone Energy Inc,Energy,12.63,0,,,0,925.794851,0,N/A,1.054528644,15.27,6.44
JRVR,James River Group Holdings Ltd,Financial Services,24.74,0.037932849,-0.833333333,-0.301172881,0.938458688,926.471288,0,N/A,0.676726073,49.46,19.71
SATS,EchoStar Corp,Technology,24.34,0,,,0,928.050246,12.73482327,0,0.683636099,30.9,18.63
MNKD,Mannkind Corp,Healthcare,3.68,0,,,0,928.300071,N/A,0,1.175105017,5.53,2.49
EGLE,Eagle Bulk Shipping Inc,Industrials,68.11,0.058548889,,,3.987764807,928.561543,5.022023632,0.338232808,0.714748881,68.76,30.89
CPLG,CorePoint Lodging Inc,Real Estate,15.98,0,,,0,932.783205,0,N/A,0.636231069,18.15,8.3
AEVA,Aeva Technologies Inc,N/A,4.33,0,,,0,935.254176,0,N/A,1.945971229,12.8,3.26
GRC,Gorman-Rupp Co.,Industrials,35.88,0.018952062,0.096774194,0.081309992,0.645962278,935.718646,31.3463082,0.566633577,0.767503716,46.73,31.89
KRNY,Kearny Financial Corp.,Financial Services,12.88,0.032227347,0.222222222,-0.01725173,0.415088231,937.059155,12.76821304,0.431305311,0.703728864,13.77,10.98
AVXL,Anavex Life Sciences Corporation,Healthcare,12.31,0,,,0,937.712859,0,N/A,1.905469037,31.5,9.28
BCOR,Blucora Inc,Financial Services,19.55,0,,,0,939.967539,121.1766841,0,1.099569566,20.6,14.21
KZR,Kezar Life Sciences Inc,Healthcare,16.62,0,,,0,942.56534,0,N/A,1.068698811,18.55,4.61
GDYN,Grid Dynamics Holdings Inc,Technology,14.08,0,,,0,942.717417,0,N/A,2.403597605,42.81,9.09
CEVA,Ceva Inc.,Technology,40.65,0,,,0,943.243576,2381.928221,0,1.887703345,60.77,32.45
FARO,Faro Technologies Inc.,Technology,51.92,0,,,0,945.258843,N/A,0,1.260013245,90.42,48.18
GEVO,Gevo Inc,Basic Materials,4.68,0,,,0,945.306938,0,N/A,2.07997285,10.03,2.79
PMVP,PMV Pharmaceuticals Inc,N/A,20.82,0,,,0,946.283553,0,N/A,1.450526145,37.32,14.42
XENT,Intersect ENT Inc,Healthcare,28.01,0,,,0,946.388015,0,N/A,0.291063197,28.17,15.92
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,43.14,0.023458519,,,1.012000506,947.473553,10.42485699,0.251741419,0.729778921,54.78,39.91
CERS,Cerus Corp.,Healthcare,5.49,0,,,0,953.731167,N/A,0,1.467814562,8.06,4.67
SNDX,Syndax Pharmaceuticals Inc,Healthcare,17.38,0,,,0,956.164958,38.36014435,0,1.028823962,25.46,13.02
THRY,Thryv Holdings Inc,N/A,28.12,0,,,0,960.447823,0,N/A,1.211942577,42.99,23.01
FULC,Fulcrum Therapeutics Inc,Healthcare,23.65,0,,,0,961.070158,0,N/A,0.451113176,33.1,6.85
AMSF,Amerisafe Inc,Financial Services,49.67,0.022826214,0.068965517,0.070995886,1.133778035,961.812562,14.62699316,0.334447798,0.628637367,61.53,43.77
HLIT,"Harmonic, Inc.",Technology,9.29,0,,,0,963.713571,72.71114919,0,1.438613813,12.22,6.69
OEC,Orion Engineered Carbons S.A.,Basic Materials,15.97,0.002546876,,,0.040673605,968.677534,0,N/A,1.209519717,22.4,14.03
HMST,HomeStreet Inc,Financial Services,47.38,0.023018102,,,1.090597683,968.921569,8.39460041,0.199743165,0.730719652,56.99,35.61
HWKN,Hawkins Inc,Basic Materials,45.9,0.011327493,,,0.519931941,969.245376,19.3670898,0.220310145,0.693989398,48.12,29.62
HSC,Harsco Corp.,Industrials,12.24,0,,,0,969.718823,N/A,0,0.822136447,23.73,10.42
ARQT,Arcutis Biotherapeutics Inc,Healthcare,19.26,0,,,0,970.323692,0,N/A,1.43997145,36.45,13.59
CAI,Cai International Inc,Industrials,56,0.020353586,,,1.139800825,972.022744,7.462460128,0.155074942,0.271361685,56.13,29.43
PFBC,"Preferred Bank (Los Angeles, CA)",Financial Services,74.09,0.021045574,0.433333333,0.190252741,1.559266552,977.17301,0,N/A,0.773476775,81.97,56.62
HURN,Huron Consulting Group Inc,Industrials,45.81,0,,,0,977.184837,15.51407175,0,0.891853381,59.09,42.66
ASTE,Astec Industries Inc.,Industrials,43,0.010662924,0.090909091,0.037137289,0.458505746,979.005424,55.00030472,0.591162643,1.197029708,79.38,41.44
MODN,Model N Inc,Technology,26.9,0,,,0,980.039603,0,N/A,1.14171833,42.74,22.55
ORGO,Organogenesis Holdings Inc,Healthcare,7.62,0,,,0,981.191106,0,N/A,1.777250561,24.34,6.37
AHH,Armada Hoffler Properties Inc,Real Estate,14.6,0.044447816,,,0.648938118,982.93497,95.02464905,3.803857667,0.755989994,15.62,12.04
AGYS,"Agilysys, Inc",Technology,39.88,0,,,0,985.60756,N/A,0,1.603924894,59.6,33.63
BIG,Big Lots Inc,Consumer Defensive,34.6,0.034299656,0,0.037137289,1.1867681,988.090607,5.558002718,0.22265818,1.374362416,71.37,31.18
PLYM,Plymouth Industrial Reit Inc,Real Estate,27.1,0.032472325,0.1,-0.101168503,0.840200245,990.321235,0,N/A,0.665118827,32.11,16.49
DHT,DHT Holdings Inc,Energy,5.8,0.013793103,-0.6,-0.242141717,0.099378427,990.630302,N/A,N/A,0.480164545,7.14,4.53
MRC,MRC Global Inc,Energy,11.91,0,,,0,990.917717,N/A,0,0.631526692,12.49,6.38
GNK,Genco Shipping & Trading Limited,Industrials,23.62,0.0405995,,,0.958960188,991.041441,0,N/A,0.927705659,24.45,9.38
NTST,Netstreit Corp,N/A,22.44,0.035650624,,,0.789306773,992.85201,0,N/A,0.80513596,26.26,17.58
TBI,TrueBlue Inc,Industrials,28.89,0,,,0,995.597617,16.15338316,0,0.935878089,32.91,21.88
CHRS,Coherus Biosciences Inc,Healthcare,12.91,0,,,0,997.62411,0,N/A,1.245786271,19.32,10.53
CARS,Cars.com,Consumer Cyclical,14.43,0,,,0,998.128136,129.3079591,0,1.385274283,19.09,11.53
WTTR,Select Energy Services Inc,Energy,8.57,0,,,0,1000.571496,N/A,0,0.671451491,10.43,4.37
GRBK,Green Brick Partners Inc,Consumer Cyclical,19.76,0,,,0,1003.017047,5.275177879,0,1.79567901,32.25,19.7
OBNK,Origin Bancorp Inc,Financial Services,42.29,0.012241171,,,0.517679112,1004.334553,9.25261689,0.112538937,0.772460744,47.3,37.82
